,movie_title,article_link,text
197,Last Christmas,http://www.nytimes.com/2019/11/06/movies/last-christmas-review.html,"“Boy Meets Girl, So What?” That’s the title of a movie that Bertolt Brecht thought up when he was exiled in Hollywood in the 1940s. It’s also an evergreen question, one that I crankily mutter whenever I watch another romantic comedy that tries to reanimate a subgenre that’s fallen on hard times, largely because the old orthodoxies about human beings and love — and what constitutes happily ever after — no longer apply. It was apparently so much easier for filmmakers when female happiness meant men, marriage and babymaking. That helps explain “Last Christmas,” a romantic comedy directed by Paul Feig that presents itself as a classic love story — boy meets girl — while busily rearranging its crucial bits. It does this with a big twist embedded in a lot of cutesy chatter, truckloads of plot, many feelings and even more life lessons. The twist is clever enough, though much depends on whether you see it coming. Whether you do or not (I didn’t), it is a steep price to pay for a movie that advocates tolerance, community and other virtues yet views its audience members as barbarians in need of regular schooling. That’s a drag because there’s some talent here, beginning with Emma Thompson, who has a showboating supporting role and shares script credit with Bryony Kimmings. Thompson is probably responsible for some of the snappier lines (that’s a reassuring fantasy, at least) and perhaps the sermonizing, too. But it’s hard to know who to blame for the forced and discordant scenes, or the mood-killing casting of Emilia Clarke and Henry Golding as the romantic leads. The actors look good together — never more so than on the movie’s poster — but her character’s strenuous perkiness and his character’s damp sincerity cancel each other out. Clarke plays Kate, a singer and aspiring musical performer living and scarcely struggling in London. She has a silly job in a Christmas shop where, dressed as an elf, she spars with the owner, a woman who calls herself Santa and is played by an agreeably astringent Michelle Yeoh. Clarke sparks off Yeoh (and Thompson) but they, alas, are not the romantic pair. Eventually Kate meets her designated one, Tom (Golding), a bland smiler who swoops in on a bicycle instead of a white horse and, despite a regular disappearing act, more or less serves a familiar princely function. Feig is an adroit director of comedy and he gives “Last Christmas” some fizz now and again. But he’s stymied by the romance and the gimmick, and the pairing of Clarke and Golding proves an impossible hurdle, making even the seemingly simplest moments — an intimate walk, a heartfelt talk — feel badly labored. After a while, particularly when Tom floats off, you start to wonder why the filmmakers even bothered with a romance, when all the best stuff, including at a homeless shelter, happens without Tom. Surely Kate, who seems to have so little going for her, except of course that she’s lovely, loved, talented and alive, could have learned all her lessons without such a dreary prop. Last Christmas Rated PG-13 for something, though it’s unclear what. Running time: 1 hour 42 minutes."
198,Playing with Fire,http://www.nytimes.com/2019/11/07/movies/playing-with-fire-review.html,"The hero of “Playing With Fire,” Jake Carson (John Cena), is forever pointing out that he’s not a firefighter. He’s a smokejumper, and with the help of his quirky crew, played by John Leguizamo and Keegan-Michael Key, Jake drops from helicopters to put out forest fires. With single-minded focus, he seeks out the most dangerous blazes. Unfortunately, the flat-footed family comedy around him fails to produce sparks. Jake’s hyper-regimentation is challenged when his crew lowers him into a burning cabin. He finds three children huddled in the blaze and takes them into his care at the station. Immediately, the kids, ranging in age from toddler to teenager, make themselves too much at home. Most of the movie’s comedy comes from the chaos of children run amok in fireman’s land. They shoot nail guns and play in the fire simulation room, and their ragamuffin charms quickly win over the grown-ups. Jake warms, abandoning regulation in favor of fun at home and even romance with the scientist gal next door. But despite the novel setting, the director Andy Fickman has made a visually flat film. The editing is frequently awkward, clunkily overemphasizing physical gags, and lingering too long on the actors as they try to light up dusty material. What “Playing With Fire” does get right is its central casting. Cena suits his woodblock character, imbuing the square firestopper with a warmth that seems neither phony nor self-conscious, and the always welcome Judy Greer waves her magic character-actress wand to fill out what might have been a scolding love interest. It’s an unchallenging movie, but as far as unchallenging kids movies go, the actors ensure this one doesn’t fall into soullessness. Playing With Fire Rated PG for action scenes and gross out humor. Running time: 1 hour 35 minutes."
199,Midway,http://www.nytimes.com/2019/11/06/movies/midway-review.html,"To say that “Midway,” a new cinematic re-creation of the decisive 1942 air and sea battle from Roland Emmerich, the director of “Independence Day,” soars to the heights of his best work is to say it sputters along at sea level. It is rousing and respectful in its best moments and faintly ridiculous in others. The film belongs to a particular lineage of World War II picture (“Tora! Tora! Tora!” and the 1976 “Midway”) that — unlike, say, Christopher Nolan’s “Dunkirk” — prioritizes scope over individual drama. To cram all the complexities of geography and who was where when into less than two and a half hours, “Midway” resorts to having its characters converse in exposition, sacrificing one form of verisimilitude for another.  “We get 80 percent of our oil from your country,” the Japanese admiral Isoroku Yamamoto (Etsushi Toyokawa) informs Edwin Layton (Patrick Wilson), an American naval intelligence officer, when they meet in a prologue set in 1937. The audience needs that clunkily relayed context for Pearl Harbor, the first combat spectacle that Emmerich stages. Later on, Layton must convince Adm. Chester W. Nimitz (Woody Harrelson) that a code-breaker has reliable reconnaissance that the Japanese are planning to attack Midway, an American-controlled Pacific outpost.   The film’s most exciting sequences put you in the seat of Dick Best (Ed Skrein), a naval pilot known for taking chances, as he risks his life repeatedly, dive-bombing airstrips on carriers to handicap Japan’s fighting ability. With point-of-view shots and sound that comes at you from all directions, Emmerich conjures an immersive sense of hurtling toward almost-certain death while under heavy fire. “Men like Dick Best are the reason we’re going to win this war,” says Wade McClusky (Luke Evans), a fellow pilot. While code-breaking did give Americans the jump on the Japanese arrival at Midway, the people in the film talk with such portent that the movie almost gives the impression that they can see all the way to 1945. The British-born Skrein’s stab at a New Jersey accent seems almost as reckless as his character’s actions in the air, although Dennis Quaid gives him some competition in the mumbling department.  The Japanese get a decent share of screen time but a much less generous portrayal, in which they tend to speak in premonitions of their own defeat. (“Brave men,” one says of the Americans. “We are fortunate they have such bad planes.”) Seen briefly, the great John Ford (Geoffrey Blake) — who in the 1942 short “The Battle of Midway” documented the fighting at such close range that you can detect the film shaking in the camera from the explosions — is relegated to mere comic relief in this movie. “Keep shooting, keep shooting,” he orders the cameraman after he’s knocked off his feet. Now Ford is a director who could find the poetry in history. Midway Rated PG-13 for gruesome battle footage. Running time: 2 hours 18 minutes."
200,Klaus,http://www.nytimes.com/2019/11/07/movies/klaus-review.html,"Jason Schwartzman does almost too good of a job voicing an irritating character in the animated movie “Klaus.” He plays Jesper, a student who is deliberately flunking out of the postal academy. He believes that his father, the academy’s head who’s been indulging the kid’s cushy lifestyle, will hand him a cushy position with an “as you were.” Not so. Instead, Jesper is given a mission: to revivify the post office of Smeerensburg, an island above the Arctic Circle. Through his dressing-down and into his journey north, Jesper complains in terms associated with stereotypes of entitled Gen Z-ers, with a whiny pitch and lots of anachronistic vocabulary. “Can we talk about it, man?” is his most emphatic bit of resistance to the proposed exile. Thank goodness there are things worth watching over Jesper’s puling. “Klaus” is the first feature directed by Sergio Pablos, a Disney veteran who created the story for “Despicable Me” and founded his own animation studio. The dominant influence here is not just Disney but vintage Disney. The backgrounds and character design at the postal academy bring to mind the 1959 version of “Sleeping Beauty.” Smeerensburg is an intimidating and sometimes terrifying place at first; suffused with gray on Jesper’s arrival, alive with grotesque shadows and sickly green in one of its fish shops, and still bleak in the next day’s ostensibly cheery yellow sunshine. The inventive use of color evokes the work of Mary Blair, the Disney studio’s secret tint weapon from the 1940s to the ’60s. Jesper gets a bit less insufferable as he plumbs the place’s mysteries. There’s a persistent feud between two clans. The disillusioned schoolmaster Alva (Rashida Jones), who turned fishmonger to pay for an escape route, could be motivated to pursue her calling after all. And deep in the forest there’s a woodsman named Klaus (J.K. Simmons), a surly giant with a workshop full of new toys. His tender heart lies just beneath a surface grumpiness that’s as thin as the material on a lottery scratch-off card. So it’s relatively easy for Jesper to convince the fellow to give him the toys to deliver, postage paid, to the kids of the island. From there, “Klaus” concocts original ways to tick off practically all the boxes of a Santa origin story: How the means of transport became a sled. How reindeer got involved. Why the sled flies. How the chimney came to be used. It all moves along so amiably, and offers such consistently delightful visuals, that the conventional plot points, up to and including an inevitable “but I can explain” bit, are entirely digestible. These clichés inhibit “Klaus” from achieving instant-classic status, but the film is winning enough that it’s worth a place in a family Christmas-movie library (not that, as a Netflix offering, it will take up any physical space). Klaus Rated PG. Running time: 1 hour 37 minutes."
201,Honey Boy,http://www.nytimes.com/2019/11/07/movies/honey-boy-review.html,"For years, the talented actor Shia LaBeouf, who started in film and television as a child, has been acting out his emotional disturbances and drug and alcohol issues in public. In the wake of a 2017 arrest during which he made racist remarks, he has been taking more sober stock of his life and art. He wrote the screenplay and plays a major role in “Honey Boy,” directed by Alma Har’el in her fiction feature debut. Even viewers who know nothing of LaBeouf and his back story might detect this film’s autobiographical key. “Honey Boy” has two openings. One features Noah Jupe as the fresh-faced child actor Otis, a precocious talent, in the dubious care of his alcoholic, bitter father, James. The other features the adult Otis, played by Lucas Hedges, an overly attitudinal star of effects-driven blockbuster movies whose offscreen life is like a drunken hellion montage. The movie toggles between the ’90s and the ’00s, child Otis and man-child Otis. It highlights hair-raising interactions between Otis and James, played by LaBeouf. His drawling evocation of his own father is a bravura incarnation of resentment.  On the surface James appears a manipulator of genius, but for all his machinations he is constantly flopping in the arenas of power, money and sex. The movie makes a point of showing him striking out with a beautiful young woman (the music and dance artist FKA twigs, whose casting indicates the hipness quotient to which the movie aspires); young Otis then picks up Dad’s slack and starts an intimate friendship with her. Harsh! One could watch “Honey Boy” musing that it must be nice to have someone finance a movie of your 12-step qualification. That assessment is actually too generous. To share one’s “experience, strength and hope,” as Alcoholics Anonymous puts it, is meant, ostensibly, to help others. This is not the aim here. “Honey Boy” is a flex: an assertion of the clout LaBeouf claims, in interviews, to no longer have. When adult Otis sasses his counselor (Martin Starr) at a recovery facility, so high end it has a grand piano in its reception area, Hedges and Ha’rel don’t present the character as a damaged person having a difficult time accepting help. Rather, they concoct a rough and tough, rehab-resistant maverick who can’t be tamed because his wounds are just too complicated. Near the film’s end, Otis splits from rehab and finds James back at the motel. Sitting by the pool, they share a joint. “I’m gonna make a movie about you, Dad,” Otis says. And there you have it. Honey Boy Rated R for themes, language, drunken hellion montages. Running time: 1 hour 34 minutes."
202,Ford v Ferrari,http://www.nytimes.com/2019/11/14/movies/ford-v-ferrari-review.html,"Quick: Who won the 24 Hours of Le Mans in 1966? If you know the answer without Googling, then I probably don’t have to sell you on “Ford v Ferrari,” James Mangold’s nimble and crafty reconstruction of a storied moment in the annals of auto racing. You will probably go in prepared to spot torque differentials and historical discrepancies that escaped my notice. (Please let me know what you find.) If, on the other hand, you are (like me) a bit of a motor-sport ignoramus, then you might want to stay away from web-search spoilers and let the film surprise you. It is, all in all, a pleasant surprise. Partly because Christian Bale and Matt Damon, the lead actors, are really good, and are supported by a fine cast that includes Tracy Letts in one of the best and least-expected crying scenes of the year. And partly because the car stuff — in the garage and on the track — is crisply filmed and edited, offering a reminder that movies and automobiles have a natural affinity and a lot of shared history. From the Keystone Kops days to “The Fast and the Furious,” some of the best motion in motion pictures has come from gasoline-powered vehicles. But “Ford v Ferrari,” written by Jez Butterworth, John-Henry Butterworth and Jason Keller, pushes the connection further, suggesting subtle but unmistakable links between racing and filmmaking as aesthetic and economic propositions. Carroll Shelby and Ken Miles, the car designer and driver played by Damon and Bale, are risk-hungry free spirits gambling with someone else’s money, unruly individualists who nonetheless depend on the good will of a large corporation. The conflict alluded to in the title — between the assembly lines of Detroit and the artisanal workshops of Modena, Italy, for supremacy in the racing world — is a bit of a red herring. The real struggle is between the managers and bureaucrats of the Ford Motor Company and the mavericks whose work rolls out onto the track bearing the Ford logo. It’s not much of a stretch to imagine Carroll and Ken as filmmakers fighting with studio suits for creative control. They are, in any case, cool guys of a particular vintage, avatars of a salty, clean-cut, old-style masculinity that is enjoying a somewhat improbable vogue these days. Their effort to build a Le Mans-winning racecar for Ford is an engineering challenge similar in ambition to the Apollo program commemorated in Damien Chazelle’s “First Man,” though smaller in scale. The chalk-and-cheese friendship between Carroll, a solid, unflappable Texan, and Ken, a spidery, easily flapped Englishman, might remind you of the bond between Brad Pitt’s and Leonardo DiCaprio’s characters in “Once Upon a Time … in Hollywood.” Like those movies, this one embraces a view of the ’60s in which the square American mainstream is where the action is. Well, not every kind of action. If “Ford v Ferrari,” with its loose-limbed narrative rhythm and its love of grease and noise, had been made a few years after the events it depicts, it might have starred someone like Steve McQueen, Robert Redford or even Burt Reynolds — actors who infused whatever else they were doing onscreen with a frank, sometimes aggressive sexuality. Damon and Bale, both charismatic movie stars, don’t put out quite the same kind of erotic magnetism, and their characters are decidedly not tomcats or horndogs. Ken is the picture of uxoriousness, devoted to his sighing, supportive wife, Mollie (Caitriona Balfe), and their son, Peter (Noah Jupe), who idolizes his dad. Carroll, as far as we know, has no personal life at all. I’m not complaining, just taking note of a shift in mores. Onscreen and maybe off, ambition has taken the place of lust. Work is the new sex. And work — its pleasures and frustrations, the interference of bosses and the camaraderie of colleagues — is what propels “Ford v Ferrari.” Carroll, a former Le Mans champion who gave up competitive driving for health reasons, knows Ken, who runs a struggling repair shop in Los Angeles, from the American racing circuit. The two of them take up a commission bestowed by Henry Ford II (the wonderful Letts). His family business is threatened by the doughtiness of its products, which restless young baby boomers don’t want to buy. Beating Ferrari at Le Mans will be part of a rebranding strategy that also includes the introduction of the sporty Mustang. The Italians are foils — old-world artisans and Machiavellian schemers whose ethos is embodied by the company patriarch, Enzo Ferrari (Remo Girone). Carroll and Ken don’t have much to do with their rivals before the race itself, tangling instead with Lee Iacocca (Jon Bernthal), a frustrated semi-visionary in the ranks of the Ford executives, and Leo Beebe (Josh Lucas), who is given control of the company’s racing program. Beebe, with his side-parted hair, his boxy suits and his unctuous grin, is the designated villain, with a special animus against Ken, who is evidently “not a Ford man.” Carroll is caught in the middle, since he is technically Ken’s boss and the person Ford has, somewhat reluctantly, decided to trust. The boardroom intrigue enlivens the raceway drama, and vice versa. “Ford v Ferrari” is no masterpiece, but it is — to invoke a currently simmering debate — real cinema, the kind of solid, satisfying, nonpandering movie that can seem endangered nowadays. (I should note that Mangold’s résumé includes “Logan” and “The Wolverine,” two of the more interesting superhero movies of the last decade.) To put it in the simplest terms: You may not think you care who won at Le Mans in 1966, but for two and a half hours, you will. Ford v Ferrari Rated PG-13. Strong language and fast driving. Running time: 2 hours 32 minutes."
204,The Good Liar,http://www.nytimes.com/2019/11/14/movies/the-good-liar-review.html,"“The Good Liar” requires something stricter than a standard spoiler warning. To avoid ruining the film, you should not only stop reading this review, but also pass on seeing the movie, which tips its hand practically from the moment the main characters meet. They meet — on a dating website, anyway — during the opening credits. As the film crosscuts between their online interactions, we see that they are already both liars, albeit in a mild sense. Roy (Ian McKellen) indicates that he is a nonsmoker even as he puffs on a cigarette at his keyboard. Betty (Helen Mirren) passes herself off as a nondrinker as she sips from a glass of wine. But when they get together in person, they hit it off quickly, with Betty charmed by Roy’s humor and turns of phrase. The film, adapted from Nicholas Searle’s 2016 novel of the same title, is structurally lopsided. When not following the couple’s courtship, the movie stays with Roy, who is revealed to be not a charming and frail widower but a coldblooded con man with multiple schemes going at once. (Apart from the romance, he is involved in a plan to bilk shady investors of tens of thousands of pounds.) And he is dangerous: After telling Betty, for instance, that he will meet her for tea at Fortnum & Mason, he absconds to a tube station to commit a murder. It is always fun to watch the creases in McKellen’s face as the gears turn in Roy’s head, and the actor appears to get a kick out of switching on a dime between fragile Roy and menacing Roy. But during her offscreen time, Betty is — what? Could a retired Oxford professor really be dumb enough to fall for the idea that she and Roy, who have by this point started living together but are still platonic companions, open a joint account? Why would Mirren, no one’s notion of a damsel in distress, take a role that allows her to be little more than a helpless victim? Asking such questions is the wrong way to approach this movie, which involves several layers of misdirection. Unfortunately, the director, Bill Condon, whose first film with McKellen was the much more interesting “Gods and Monsters” in 1998, is not an Alfred Hitchcock or a Brian De Palma — a filmmaker with a visual style seductive enough to offer distraction from the grinding plot mechanics, which are especially clunky here. The sleight of hand “The Good Liar” tries to pull off might be easier to keep hidden on the page. As it progresses, the film reveals complications (it plays particularly dubious tricks with the way it parcels out flashbacks to the 1940s) and a motive that might as well have been picked out of a hat. The finale could be written with entirely different details, and almost no scene preceding it would have to change. The real good liar is whoever convinced Mirren and McKellen to class up such thin and arbitrary material. The Good Liar Rated R. Pervasive prevarication. Running time: 1 hour 49 minutes."
205,The Report,http://www.nytimes.com/2019/11/14/movies/the-report-review.html,"The very title of “The Report” lays out the movie’s most daunting challenge: How do you engage, never mind excite, an audience with sheafs of classified documents, vaultlike work spaces and reams of expository dialogue — chunks of it delivered by impassive men in identical gray suits? Well, you could start by giving Adam Driver the starring role, hiring Jon Hamm to lope in and out of otherwise stagnant scenes, and threading shocking flashbacks through the more arid patches. The writer and director, Scott Z. Burns, does all of those things. Yet his smart, layered screenplay — depicting the U.S. Senate’s yearslong investigation into the C.I.A.’s endorsement of torture in the aftermath of Sept. 11 — adamantly resists liftoff. Saturated with details and counterterrorism jargon, crammed full of real-world characters some would prefer to forget (looking at you, John Yoo), this swampy exposé is so tangled in red tape and competing political agendas that it can barely breathe. Striding through the fog of obfuscation is Daniel J. Jones (Driver), a staffer charged by Senator Dianne Feinstein (Annette Bening) with investigating the C.I.A.’s euphemistically named enhanced interrogation techniques. As Jones and his small team learn about these methods, and the psychologists — the movie’s de facto villains — who designed them, stomach-churning flashbacks of abused Al Qaeda detainees hammer home their brutality and the myth of their effectiveness. These backward leaps act like cattle prods, jarring us out of the somnolence that densely talkative films can induce. We need them: However crucial and opportune in its truth-seeking and depictions of political trickery (Burns could hardly have known his film would plop into theaters alongside the impeachment hearings for President Trump), “The Report” is too often dramatically frozen, its emotions stubbornly internal. Given the near-impossible task of gluing our eyes to blank rooms and cautious conversations, the cinematographer, Eigil Bryld, mostly zooms in close and crosses his fingers. So starved are we for sensation that when a summary of Jones’s findings is finally exposed to the light of an official hearing, the triumphal surge nearly caused me to yelp with relief. Aside from the occasional spicy performance (like Hamm’s smooth turn as Denis McDonough, Barack Obama’s chief of staff, and Ted Levine’s slyly damning portrayal of the former C.I.A. Director John Brennan), it’s Driver who must bear the film’s considerable weight. He does so by giving Jones a mounting fury that manifests not in explosive confrontations, but in a gradually hardening resolve to protect and disseminate his findings. With Driver, there’s always a sense of something leashed, and his characters can seem to be operating on a plane above and beyond everyone else. These qualities align perfectly with Jones’s increasingly isolated and dangerous journey, yet the man beneath the mission remains frustratingly unknowable. In his vibrant screenplays for Steven Soderbergh (like “Contagion” in 2011 and this year’s “The Laundromat”), Burns has shown he’s more than capable of zapping complicated stories to life. And where “The Report” succeeds, it’s in pointing constantly and anxiously to the importance of holding government to account. Burns has clearly thought long and hard about how to open our eyes, but maybe not enough about how to keep them that way. The Report Rated R for nauseating abuse and disgusting cover-ups. Running time: 1 hour 59 minutes."
206,Waves,http://www.nytimes.com/2019/11/14/movies/waves-review.html,"The camera doesn’t just move in “Waves,” it hurtles with terrific urgency. As you’re swept up in the immersive motion, the kinetic energy, you notice the passing beauty of the images, their compositional elegance. Mostly, though, you just try to keep up as voices boom and the camera pushes in, pulls out, flows in circles or sprints forward. This great whoosh creates a contact high even if, as one shot rapidly gives way to another, it feels as if time is running out. A domestic melodrama in an anguished key, “Waves” is the story of a Florida family nearly undone by a shocking tragedy. It’s also a spectacular testament to the talents of the writer-director Trey Edward Shults, making just his third feature-length movie. As in his estimable debut, “Krisha” (2016), about a woman having an epic meltdown at a family Thanksgiving, Shults has created a deep, at times overwhelming sensory experience. With sinuous cinematography and an intricate sound design — floods of saturated color, bursts of ear-pounding music — he expresses intensities of feeling (love, pain, fury, agony) that create a visceral emotional impact. The story in “Waves” is tragic, blunt; it turns on a catastrophic mistake and its devastating aftermath. Bookended by the image of a girl riding a bike alone, it unfolds in two neatly complementary sections. The first pivots on Tyler (Kelvin Harrison Jr.), a black 17-year-old student and wrestler struggling to keep the fast-moving parts of his life in balance. He’s an appealing kid, no longer a child yet not quite a man. By turns industrious and restless, dutiful and disobedient, he is also graced with sensitivities that his carefully constructed wall of muscles can’t obscure. In the first half, Shults keeps close to Tyler, creating a palpable intimacy — the director of photography is Drew Daniels — that locks you in with the character, his upper-middle-class home and larger world. Tyler is often on the move and you’re right there with him, whether he’s driving with his girlfriend (Alexa Demie), lifting weights with his stern father, Ronald (Sterling K. Brown), or sharing a private moment with his sympathetic stepmother (Renée Elise Goldsberry). Harrison movingly exteriorizes Tyler’s mercurial emotions, shifting between adolescent bravura and childlike woundedness, and later tapping into the sorrow and rage that engulf him. At this stage in his young career, Shults is a stronger image-maker than writer and, like many American filmmakers, he has a tendency to overexplain, including in some parent-child talks. As a black man in the United States, Ronald has been pushed, and he pushes Tyler, who, in turn, pushes himself until he breaks. Shults, who is white, deftly negotiates the heaviness of race, even if a speech that Ronald delivers to Tyler about the burdens of being black in the United States sounds as if it might have been written for the benefit of white viewers. An intensely empathetic performer, Brown fills these words up with feeling, but it’s hard not to think this father taught his children this lesson long ago. When the tragedy finally comes it is cataclysmic, and unutterably sad. Soon thereafter, the focus shifts to Tyler’s younger sister, Emily (Taylor Russell, an open-faced heartbreaker). Unlike her brother, Emily is quiet and physically contained, almost shut down, and Shults adjusts his filmmaking accordingly. By that point, the freneticism that accompanied Tyler’s introduction has already given way to slower camera movements and cuts. But now, in the aftermath of the family’s trauma and with the focus on Emily, everything looks — feels — smoother, stiller, more pacific, creating a sense of quietude that is a relief but that also underscores her anguished isolation. Like Barry Jenkins, the Safdie brothers and Robert Eggers, Shults belongs to a group of young American expressionists who, despite the differences in their subjects, share a commitment to visual storytelling. (Dee Rees’s “Pariah” falls into this camp, too.) Words remain crucial for these filmmakers, of course. But they use visual style to express inner worlds, and show interiority instead of explaining it, unlike some of their chattier, more TV-ready peers. Cinematic expressionism is most associated with German film of the 1920s, but can be found across genres and in the work of artists as diverse as Martin Scorsese, Claire Denis, Tony Scott, Terrence Malick and Gaspar Noé. Shults seems to nod both at Noé (in a red-steeped scene throbbing with bass and violence) and at Jenkins, specifically in the vision of Tyler and his girlfriend embracing in a blur of deep blue water. The beauty of this moment, evoking the oceanic feeling, pierces the heart. It conveys Tyler’s connection to his girlfriend and to the world, which in turn seems to hold the lovers in its embrace. Here, the self and the universe are as one. Shults seems to be suggesting a similar holistic sensibility when his pirouetting camera draws circles around characters, most notably in mirrored scenes of the siblings, each riding in a car with a lover. (A very good Lucas Hedges plays Emily’s boyfriend.) All of Shults’s stylistic brio and formal inventiveness is finally in the service of a story about love, its mutability and fragility. He avoids political grandstanding, creating a narrative rationale for the tragedy. But he also connects it to the institutionalized violence that Ronald refers to in his talk with Tyler and which, simply by virtue of being African-American, hangs over this family, threatening it and its love. When the screen turns into a blur of color, this time from whirring police-car lights, the dread it illuminates on Ronald’s face speaks louder and far more hauntingly than words. Waves Rated R for bloody violence. Running time: 2 hours 15 minutes."
207,Frozen II,http://www.nytimes.com/2019/11/21/movies/frozen-2-review.html,"“Let It Go,” the warble heard around the world, wasn’t just the signature song from “Frozen.” It was an anthem (“Here I stand!”) for the mighty, mighty girl power that helped push Disney into industry dominance. The company’s supremacy is often pinned on its highest profile franchises: Lucasfilm, Marvel and Pixar, which have historically featured male-driven stories. But Disney has also heavily profited from a sparkly pink world of adventure and aspirational uplift for spirited girls and women who “dream big,” to borrow a motto from its princess franchise. The sisters from “Frozen,” the magical Elsa (the leather-lunged Idina Menzel) and the younger, perkily ordinary Anna (Kristen Bell, a honeyed soprano) aren’t part of the official princess juggernaut. Maybe that’s because Elsa was crowned queen in the first movie, though also because the sisters are big enough to have their very own franchise, having raked in a billion plus worldwide. So, of course they are back for another round of global domination in “Frozen 2,” a diverting, prettily animated musical, again written by Jennifer Lee, who directed the movie with Chris Buck. “Frozen” neatly tied things up with Elsa having embraced her magic and wearing the crown, and Anna matched with a nice bland hunk, Kristoff (Jonathan Groff). But there’s no such thing as happily ever after in Franchise Land. So, after the reintroductions (hello, Olaf and Sven), Elsa performs a call-and-response with an ethereally pure voice, a “secret siren” (the Norwegian singer Aurora), in “Into the Unknown.” True to her new musical grail, Elsa ventures off into the unknown, followed by Anna, and together they climb the mountain, touch the sky and re-enter the circle of life. The ensuing adventure is lively, amusing and predictably predictable with revelations, reconciliations and some nebulous politics for the grown-ups. It’s never surprising, yet its bursts of pictorial imagination — snowflakes that streak like shooting stars — keep you engaged, as do Elsa and Anna, who still aren’t waiting for life to happen. They’re searching, not settled, both active and reactive, which even today makes them female-character outliers on the big screen. Even better, this time this journey isn’t as tethered to romance. Kristoff yearns to propose to Anna and spends much of the story fumbling to pop the question, a light comic refrain that smartly never overwhelms the story. Instead, the emphasis remains on the sisters. In “Frozen,” Anna found true love with Kristoff, but mostly she and Elsa found each other. It was a promising change of genre pace particularly given that Disney has long drawn from classic fairy tales (its first animated feature was “Snow White”), which it has struggled to recalibrate for changing gender norms. With “Frozen” it created grown heroines with different once-upon-a-time stories, one sealed with a man’s kiss, the other happily not. It was a modest liberating détournement along the lines of the first “Maleficent,” a rethink of Sleeping Beauty in which a kiss from a motherly queen, not a prince, wakes the princess. “Frozen 2” continues in the same nonthreatening, emancipatory vein, jumping to life when Elsa responds to the siren’s call. As before, the songs by Kristen Anderson-Lopez and Robert Lopez are pleasantly melodious with lyrics that can have the quality of a confession, as if a friend were sharing her inner-voice struggles: “I’m afraid of what I’m risking if I follow you.” One of the sweetest tunes, “All Is Found,” appears in a flashback with Elsa and Anna’s mother (Evan Rachel Wood), who introduces an animistic motif (“a river full of memory”) while readying her daughters for the future with the Disney Dare: “Can you brave what you most fear?” Well of course they can. As is often true in animation, “Frozen 2” soars highest when it embraces abstraction, as in one number with a pitch-black void that entertainingly evokes Jonathan Glazer’s “Under the Skin.” These moments enrich the storytelling as do Menzel and Bell, who give Elsa and Anna feeling, not simply pluck. This adds dimensions to their sisterly quest, even if the harmonious emotions and good intentions never fully atone for the conventionalism of the blond-on-blond character design, the tiny waists, pert breasts, jeweled eyes and pale plastic-y skin. Hearing women sing of freedom is irresistible, but Disney needs to take its old-fashioned ideal of female beauty and just, well, let it go. Frozen 2 Rated PG for mild peril. Running time: 1 hour 43 minutes."
